id_vinho;fixedacidity;volatileacidity;citricacid;residualsugar;chlorides;freesulfurdioxide;totalsulfurdioxide;density;pH;sulphates;alcohol;quality;Vinho
1883;6;0,26;0,29;3,1;0,041;37;144;0,98944;3,22;0,39;12,8;7;WHITE
1884;6,8;0,37;0,51;11,8;0,044;62;163;0,9976;3,19;0,44;8,8;5;WHITE
1885;8,2;0,18;0,31;11,8;0,039;96;249;0,9976;3,07;0,52;9,5;6;WHITE
1886;6,6;0,26;0,46;7,8;0,047;48;186;0,9958;3,2;0,54;9,1;5;WHITE
1887;6,4;0,25;0,37;4,5;0,039;41;147;0,9921;3,18;0,4;11,1;7;WHITE
1888;7;0,19;0,33;6,3;0,032;42;127;0,99182;3,31;0,38;12,2;6;WHITE
1889;10,9;0,39;0,47;1,8;0,118;6;14;0,9982;3,3;0,75;9,8;6;RED
1890;6,7;0,3;0,5;12,1;0,045;38;127;0,9974;3,04;0,53;8,9;6;WHITE
1891;6,9;0,41;0,33;10,1;0,043;28;152;0,9968;3,2;0,52;9,4;5;WHITE
1892;6,9;0,43;0,28;9,4;0,056;29;183;0,99594;3,17;0,43;9,4;5;WHITE
1893;7,1;0,26;0,19;8,2;0,051;53;187;0,996;3,16;0,52;9,7;5;WHITE
1894;10,6;1,025;0,43;2,8;0,08;21;84;0,9985;3,06;0,57;10,1;5;RED
1895;7,1;0,59;0;2,1;0,091;9;14;0,99488;3,42;0,55;11,5;7;RED
1896;7,6;0,36;0,48;13,5;0,038;44;116;0,9982;3,04;0,48;9,2;5;WHITE
1897;6,7;0,32;0,32;1,7;0,031;31;114;0,98946;3,12;0,35;12,5;6;WHITE
1898;5,7;0,6;0;1,4;0,063;11;18;0,99191;3,45;0,56;12,2;6;RED
1899;8,8;0,34;0,33;9,7;0,036;46;172;0,9966;3,08;0,4;10,2;5;WHITE
1900;7,9;0,46;0,32;4,1;0,033;40;138;0,9912;3,18;0,44;12,8;7;WHITE
1901;5,4;0,24;0,18;2,3;0,05;22;145;0,99207;3,24;0,46;10,3;5;WHITE
1902;6,7;0,17;0,27;1,4;0,032;39;149;0,99254;3,4;0,52;10,5;5;WHITE
1903;6,4;0,29;0,44;3,6;0,2;75;181;0,9942;3,02;0,41;9,1;5;WHITE
1904;6,7;0,13;0,57;6,6;0,056;60;150;0,99548;2,96;0,43;9,4;6;WHITE
1905;8,4;0,58;0,27;12,15;0,033;37;116;0,9959;2,99;0,39;10,8;6;WHITE
1906;6;0,51;0;2,1;0,064;40;54;0,995;3,54;0,93;10,7;6;RED
1907;6;0,24;0,41;1,3;0,036;42;118;0,99018;3,04;0,64;11,75;6;WHITE
1908;6,9;0,25;0,47;8,4;0,042;36;156;0,99604;3,15;0,55;9,4;6;WHITE
1909;10,8;0,32;0,44;1,6;0,063;16;37;0,9985;3,22;0,78;10;6;RED
1910;6,3;0,31;0,3;10;0,046;49;212;0,9962;3,74;0,55;11,9;6;WHITE
1911;6;0,19;0,37;9,7;0,032;17;50;0,9932;3,08;0,66;12;6;WHITE
1912;6,6;0,32;0,27;10,9;0,041;37;146;0,9963;3,24;0,47;10;5;WHITE
1913;7,2;0,17;0,41;1,6;0,052;24;126;0,99228;3,19;0,49;10,8;5;WHITE
1914;7,7;0,3;0,26;18,95;0,053;36;174;0,99976;3,2;0,5;10,4;5;WHITE
1915;6,7;0,24;0,32;9;0,023;20;109;0,99262;3,34;0,35;12,6;6;WHITE
1916;5,8;0,2;0,24;1,4;0,033;65;169;0,99043;3,59;0,56;12,3;7;WHITE
1917;5,8;0,23;0,31;4,5;0,046;42;124;0,99324;3,31;0,64;10,8;6;WHITE
1918;6,9;0,33;0,31;7,7;0,04;29;135;0,99226;3,11;0,57;12,3;5;WHITE
1919;6,6;0,39;0,22;4;0,038;17;98;0,99018;3,25;0,53;13;7;WHITE
1920;8,2;0,33;0,32;2,8;0,067;4;12;0,99473;3,3;0,76;12,8;7;RED
1921;6,4;0,15;0,4;1,5;0,042;23;87;0,98972;3,11;0,46;12,2;7;WHITE
1922;5,6;0,19;0,26;1,4;0,03;12;76;0,9905;3,25;0,37;10,9;7;WHITE
1923;6,8;0,24;0,49;19,3;0,057;55;247;1,00055;3;0,56;8,7;5;WHITE
1924;6,8;0,24;0,34;4,6;0,032;37;135;0,9927;3,2;0,39;10,6;5;WHITE
1925;10,6;0,5;0,45;2,6;0,119;34;68;0,99708;3,23;0,72;10,9;6;RED
1926;5,8;0,12;0,21;1,3;0,056;35;121;0,9908;3,32;0,33;11,4;6;WHITE
1927;6,9;0,19;0,32;7,9;0,042;30;130;0,99456;3,4;0,39;10,5;6;WHITE
1928;6;0,45;0,65;9,7;0,08;11;159;0,9956;3,04;0,48;9,4;5;WHITE
1929;6,9;0,18;0,38;6,5;0,039;20;110;0,9943;3,1;0,42;10,5;5;WHITE
1930;6,4;0,23;0,37;7,9;0,05;60;150;0,99488;2,86;0,49;9,3;6;WHITE
1931;7,1;0,26;0,49;2,2;0,032;31;113;0,9903;3,37;0,42;12,9;9;WHITE
1932;6,1;0,6;0,08;1,8;0,071;14;45;0,99336;3,38;0,54;11;5;RED
1933;7,7;0,31;0,23;2;0,069;29;134;0,99382;3,11;0,62;9,8;5;WHITE
1934;6,1;0,6;0,12;1,8;0,05;11;76;0,99268;3,42;0,48;10,4;4;WHITE
1935;8,1;0,22;0,28;7,7;0,043;57;176;0,9954;3,12;0,55;10;5;WHITE
1936;6,5;0,22;0,28;3,7;0,059;29;151;0,99177;3,23;0,41;12,1;7;WHITE
1937;6,4;0,28;0,43;7,1;0,045;60;221;0,9952;3,09;0,45;9,4;6;WHITE
1938;6,5;0,19;0,28;1,4;0,046;22;90;0,99038;3,18;0,51;11,7;7;WHITE
1939;7;0,15;0,28;14,7;0,051;29;149;0,99792;2,96;0,39;9;7;WHITE
1940;7,2;0,34;0,2;5,8;0,062;52;203;0,99461;3,17;0,44;9,8;6;WHITE
1941;7,8;0,15;0,34;1,1;0,035;31;93;0,99096;3,07;0,72;11,3;7;WHITE
1942;6,9;0,21;0,81;1,1;0,137;52;123;0,9932;3,03;0,39;9,2;6;WHITE
1943;6,1;0,31;0,34;2,8;0,042;59,5;162;0,99179;3,27;0,47;10,8;6;WHITE
1944;5,1;0,33;0,22;1,6;0,027;18;89;0,9893;3,51;0,38;12,5;7;WHITE
1945;9,6;0,56;0,23;3,4;0,102;37;92;0,9996;3,3;0,65;10,1;5;RED
1946;8,1;0,2;0,4;2;0,037;19;87;0,9921;3,12;0,54;11,2;6;WHITE
1947;6,2;0,28;0,33;1,7;0,029;24;111;0,99;3,24;0,5;12,1;6;WHITE
1948;6,7;0,28;0,31;7,4;0,041;7;81;0,99254;3,04;0,47;11,4;8;WHITE
1949;8;0,43;0,4;12,4;0,168;29;190;0,9991;3,07;0,64;9,2;5;WHITE
1950;6,3;0,27;0,25;5,8;0,038;52;155;0,995;3,28;0,38;9,4;6;WHITE
1951;6,4;0,29;0,18;15;0,04;21;116;0,99736;3,14;0,5;9,2;5;WHITE
1952;7;0,2;0,4;1,1;0,058;30;93;0,99322;3,03;0,38;9,2;6;WHITE
1953;7,3;0,19;0,27;13,9;0,057;45;155;0,99807;2,94;0,41;8,8;8;WHITE
1954;6,2;0,25;0,25;1,4;0,03;35;105;0,9912;3,3;0,44;11,1;7;WHITE
1955;7,4;0,41;0,66;10,8;0,051;77;194;0,9976;3,05;0,46;8,7;5;WHITE
1956;7,1;0,6;0;1,8;0,074;16;34;0,9972;3,47;0,7;9,9;6;RED
1957;9;0,54;0,49;2,9;0,094;41;110;0,9982;3,08;0,61;9,2;5;RED
1958;6,6;0,18;0,26;17,3;0,051;17;149;0,9984;3;0,43;9,4;6;WHITE
1959;7,4;0,41;0,66;10,8;0,051;77;194;0,9976;3,05;0,46;8,7;5;WHITE
1960;7,1;0,145;0,33;4,6;0,05;33;131;0,9942;3,28;0,4;9,6;6;WHITE
1961;6,8;0,25;0,29;2;0,042;19;189;0,9952;3,46;0,54;10,2;6;WHITE
1962;6,3;0,13;0,42;1,1;0,043;63;146;0,99066;3,13;0,72;11,2;7;WHITE
1963;6,8;0,23;0,29;15,4;0,073;56;173;0,9984;3,06;0,41;8,7;6;WHITE
1964;6,3;0,38;0,17;8,8;0,08;50;212;0,99803;3,47;0,66;9,4;4;WHITE
1965;8;0,23;0,28;2,7;0,048;49;165;0,9952;3,26;0,72;9,5;6;WHITE
1966;8,6;0,17;0,28;2,7;0,047;38;150;0,99365;3,1;0,56;10,8;6;WHITE
1967;8,3;0,4;0,38;1,1;0,038;15;75;0,9934;3,03;0,43;9,2;5;WHITE
1968;6,9;0,19;0,49;6,6;0,036;49;172;0,9932;3,2;0,27;11,5;6;WHITE
1969;9,7;0,69;0,32;2,5;0,088;22;91;0,9979;3,29;0,62;10,1;5;RED
1970;12,7;0,6;0,49;2,8;0,075;5;19;0,9994;3,14;0,57;11,4;5;RED
1971;5,9;0,25;0,24;7,4;0,044;21;113;0,99462;3,38;0,58;10,5;6;WHITE
1972;6,5;0,35;0,28;12,4;0,051;86;213;0,9962;3,16;0,51;9,9;6;WHITE
1973;7,1;0,34;0,32;2;0,051;29;130;0,99354;3,3;0,5;10,4;6;WHITE
1974;6,2;0,15;0,49;0,9;0,033;17;51;0,9932;3,3;0,7;9,4;6;WHITE
1975;6,1;0,2;0,25;1,2;0,038;34;128;0,9921;3,24;0,44;10,1;5;WHITE
1976;6,6;0,545;0,04;2,5;0,031;48;111;0,9906;3,14;0,32;11,9;5;WHITE
1977;6,4;0,22;0,34;1,8;0,057;29;104;0,9959;3,81;0,57;10,3;6;WHITE
1978;5,6;0,18;0,3;10,2;0,028;28;131;0,9954;3,49;0,42;10,8;7;WHITE
1979;6,6;0,23;0,3;14,9;0,051;33;118;0,99835;3,04;0,54;9;6;WHITE
1980;7,6;0,23;0,4;5,2;0,066;14;91;0,99488;3,17;0,8;9,7;5;WHITE
1981;13,2;0,38;0,55;2,7;0,081;5;16;1,0006;2,98;0,54;9,4;5;RED
1982;8,2;0,38;0,32;2,5;0,08;24;71;0,99624;3,27;0,85;11;6;RED
1983;7,7;0,3;0,34;1,2;0,048;4;119;0,99084;3,18;0,34;12,1;6;WHITE
1984;8;0,3;0,28;5,7;0,044;31;124;0,9948;3,16;0,51;10,2;6;WHITE
1985;6,6;0,3;0,25;8;0,036;21;124;0,99362;3,06;0,38;10,8;6;WHITE
1986;6,5;0,28;0,28;20,4;0,041;40;144;1,0002;3,14;0,38;8,7;5;WHITE
1987;7,7;0,18;0,34;2,7;0,066;15;58;0,9947;3,37;0,78;11,8;6;RED
1988;7;0,17;0,74;12,8;0,045;24;126;0,9942;3,26;0,38;12,2;8;WHITE
1989;6,7;0,36;0,28;8,3;0,034;29;81;0,99151;2,96;0,39;12,5;6;WHITE
1990;6,8;0,21;0,27;2,1;0,03;26;139;0,99;3,16;0,61;12,6;7;WHITE
1991;7,2;0,46;0,65;10,4;0,05;76;192;0,9976;3,16;0,42;8,7;5;WHITE
1992;8;0,33;0,53;2,5;0,091;18;80;0,9976;3,37;0,8;9,6;6;RED
1993;7,2;0,27;0,27;2,4;0,048;30;149;0,9936;3,1;0,51;9,2;6;WHITE
1994;11,3;0,36;0,66;2,4;0,123;3;8;0,99642;3,2;0,53;11,9;6;RED
1995;6,6;0,25;0,42;11,3;0,049;77;231;0,9966;3,24;0,52;9,5;6;WHITE
1996;6,9;0,37;0,23;9,5;0,057;54;166;0,99568;3,23;0,42;10;5;WHITE
1997;6,1;0,27;0,32;1,1;0,034;24;110;0,9898;3,36;0,4;12,5;6;WHITE
1998;7,4;0,26;0,3;7,9;0,049;38;157;0,9963;3,13;0,48;8,9;6;WHITE
1999;7,2;0,24;0,34;1,1;0,045;3;64;0,9913;3,23;0,51;11,4;5;WHITE
2000;6,4;0,35;0,28;1,1;0,055;9;160;0,99405;3,42;0,5;9,1;7;WHITE
2001;6,5;0,18;0,31;1,7;0,044;30;127;0,9928;3,49;0,5;10,2;7;WHITE
2002;6,1;0,25;0,24;12,1;0,046;51;172;0,998;3,35;0,45;9,5;5;WHITE
2003;12,6;0,41;0,54;2,8;0,103;19;41;0,99939;3,21;0,76;11,3;6;RED
2004;8;0,2;0,4;5,2;0,055;41;167;0,9953;3,18;0,4;10,6;7;WHITE
2005;7,1;0,47;0,24;6;0,044;11;77;0,9956;3,21;0,56;9,7;5;WHITE
2006;7;0,44;0,24;12,1;0,056;68;210;0,99718;3,05;0,5;9,5;5;WHITE
2007;6,4;0,27;0,49;7,3;0,046;53;206;0,9956;3,24;0,43;9,2;6;WHITE
2008;7,3;0,67;0,02;2,2;0,072;31;92;0,99566;3,32;0,68;1,10666667;6;RED
2009;7,1;0,35;0,27;3,1;0,034;28;134;0,9897;3,26;0,38;13,1;7;WHITE
2010;6,4;0,22;0,31;13,9;0,04;57;135;0,99672;3,21;0,38;10,7;5;WHITE
2011;4,9;0,345;0,34;1;0,068;32;143;0,99138;3,24;0,4;10,1;5;WHITE
2012;7,4;0,28;0,36;1,1;0,028;42;105;0,9893;2,99;0,39;12,4;7;WHITE
2013;6,2;0,28;0,41;5;0,043;50;188;0,99318;3,23;0,64;10,8;6;WHITE
2014;5,8;0,25;0,26;13,1;0,051;44;148;0,9972;3,29;0,38;9,3;5;WHITE
2015;5,7;0,15;0,28;3,7;0,045;57;151;0,9913;3,22;0,27;11,2;6;WHITE
2016;8,8;0,42;0,21;2,5;0,092;33;88;0,99823;3,19;0,52;9,2;5;RED
2017;6,6;0,25;0,33;8,5;0,042;29;141;0,99546;3,28;0,6;10,4;5;WHITE
2018;7;0,25;0,56;2;0,035;20;95;0,9918;3,23;0,53;11;6;WHITE
2019;7,8;0,58;0,02;2;0,073;9;18;0,9968;3,36;0,57;9,5;7;RED
2020;6,3;0,32;0,35;11,1;0,039;29;198;0,9984;3,36;0,5;9,4;7;WHITE
2021;6,8;0,2;0,25;6,2;0,052;22;106;0,9935;3,09;0,54;10,8;5;WHITE
2022;6,1;0,4;0,31;0,9;0,048;23;170;0,993;3,22;0,77;9,5;6;WHITE
2023;5,6;0,18;0,58;1,25;0,034;29;129;0,98984;3,51;0,6;12;7;WHITE
2024;7,4;0,68;0,16;1,8;0,078;12;39;0,9977;3,5;0,7;9,9;6;RED
2025;6,4;0,3;0,27;4,4;0,055;17;135;0,9925;3,23;0,44;12,2;6;WHITE
2026;8,6;0,18;0,28;0,8;0,032;25;78;0,99104;2,99;0,38;11,1;5;WHITE
2027;10,7;0,22;0,56;8,2;0,044;37;181;0,998;2,87;0,68;9,5;6;WHITE
2028;7,5;0,18;0,31;6,5;0,029;53;160;0,99276;3,03;0,38;10,9;6;WHITE
2029;7,9;0,28;0,41;2;0,044;50;152;0,9934;3,45;0,49;10,7;8;WHITE
2030;7,3;0,21;0,49;1,8;0,038;44;152;0,9912;3,32;0,44;12,6;7;WHITE
2031;7,3;0,49;0,1;2,6;0,068;4;14;0,99562;3,3;0,47;10,5;5;RED
2032;6,9;0,15;0,29;2,3;0,033;14;82;0,99132;3,1;0,58;11,2;7;WHITE
2033;8,3;0,26;0,42;2;0,08;11;27;0,9974;3,21;0,8;9,4;6;RED
2034;7,2;0,34;0,23;8,9;0,105;22;155;0,99692;3,01;0,58;9,5;5;WHITE
2035;5,4;0,42;0,27;2;0,092;23;55;0,99471;3,78;0,64;12,3;7;RED
2036;5,7;0,25;0,27;11,5;0,04;24;120;0,99411;3,33;0,31;10,8;6;WHITE
2037;7,5;0,35;0,28;9,6;0,051;26;157;0,9969;3,12;0,53;9,2;6;WHITE
2038;7,7;0,42;0,38;8,1;0,061;49;144;0,9966;3,4;0,58;11;6;WHITE
2039;6,8;0,63;0,12;3,8;0,099;16;126;0,9969;3,28;0,61;9,5;5;RED
2040;10,4;0,24;0,46;1,8;0,075;6;21;0,9976;3,25;1,02;10,8;7;RED
2041;6;0,17;0,36;1,7;0,042;14;61;0,99144;3,22;0,54;10,8;6;WHITE
2042;9,7;0,295;0,4;1,5;0,073;14;21;0,99556;3,14;0,51;10,9;6;RED
2043;5,9;0,22;0,18;6,4;0,041;28;120;0,99403;3,27;0,5;9,9;5;WHITE
2044;7,1;0,2;0,35;3,2;0,034;21;107;0,99195;3,11;0,54;11,1;6;WHITE
2045;6,4;0,28;0,17;8,3;0,042;61;195;0,99577;3,22;0,46;9,4;5;WHITE
2046;6,9;0,27;0,25;7,5;0,03;18;117;0,99116;3,09;0,38;13;6;WHITE
2047;5,8;0,29;0,05;0,8;0,038;11;30;0,9924;3,36;0,35;9,2;5;WHITE
2048;7,7;0,12;0,32;1,4;0,06;47;150;0,9952;3,37;0,42;9,2;6;WHITE
2049;10,4;0,44;0,73;6,55;0,074;38;76;0,999;3,17;0,85;12;7;RED
2050;10,7;0,9;0,34;6,6;0,112;23;99;1,00289;3,22;0,68;9,3;5;RED
2051;7,7;0,27;0,61;12;0,046;64;179;0,9982;3,07;0,46;8,9;5;WHITE
2052;7,1;0,34;0,28;2;0,082;31;68;0,99694;3,45;0,48;9,4;5;RED
2053;9,1;0,21;0,37;1,6;0,067;6;10;0,99552;3,23;0,58;11,1;7;RED
2054;6,8;0,19;0,71;17,5;0,042;21;114;0,99784;2,85;0,5;9,5;6;WHITE
2055;7;0,28;0,28;1,4;0,039;12;83;0,99173;3,18;0,65;11,1;5;WHITE
2056;6,7;0,3;0,29;2,8;0,025;37;107;0,99159;3,31;0,63;11,3;7;WHITE
2057;7,6;0,19;0,41;1,1;0,04;38;143;0,9907;2,92;0,42;11,4;5;WHITE
2058;7,2;0,52;0,07;1,4;0,074;5;20;0,9973;3,32;0,81;9,6;6;RED
2059;6,2;0,35;0,2;18,1;0,069;33;158;0,99908;3,15;0,5;8,8;6;WHITE
2060;6,1;0,105;0,31;1,3;0,037;55;145;0,9912;3,41;0,41;11,1;7;WHITE
2061;8,4;0,67;0,19;2,2;0,093;11;75;0,99736;3,2;0,59;9,2;4;RED
2062;6,1;0,16;0,27;12,6;0,064;63;162;0,9994;3,66;0,43;8,9;5;WHITE
2063;6,4;0,15;0,29;1,8;0,044;21;115;0,99166;3,1;0,38;10,2;5;WHITE
2064;7,5;0,28;0,33;7,7;0,048;42;180;0,9974;3,37;0,59;10,1;6;WHITE
2065;6,1;0,37;0,46;12;0,042;61;210;0,997;3,17;0,59;9,7;6;WHITE
2066;5,8;0,415;0,13;1,4;0,04;11;64;0,9922;3,29;0,52;10,5;5;WHITE
2067;6,8;0,26;0,24;7,8;0,052;54;214;0,9961;3,13;0,47;8,9;5;WHITE
2068;5,8;0,4;0,42;4,4;0,047;38,5;245;0,9937;3,25;0,57;9,6;6;WHITE
2069;6,4;0,32;0,5;10,7;0,047;57;206;0,9968;3,08;0,6;9,4;5;WHITE
2070;6,9;0,16;0,37;1,8;0,034;36;95;0,98952;2,93;0,59;12;6;WHITE
2071;8,9;0,33;0,34;1,4;0,056;14;171;0,9946;3,13;0,47;9,7;5;WHITE
2072;6,8;0,39;0,34;7,4;0,02;38;133;0,99212;3,18;0,44;12;7;WHITE
2073;8,2;0,28;0,42;1,8;0,031;30;93;0,9917;3,09;0,39;11,4;5;WHITE
2074;11,6;0,41;0,54;1,5;0,095;22;41;0,99735;3,02;0,76;9,9;7;RED
2075;8;0,28;0,42;7,1;0,045;41;169;0,9959;3,17;0,43;10,6;5;WHITE
2076;10,7;0,35;0,53;2,6;0,07;5;16;0,9972;3,15;0,65;11;8;RED
2077;6,3;0,2;0,58;1,4;0,204;15;97;0,9931;3,16;0,43;10;6;WHITE
2078;6,5;0,26;0,31;3,6;0,03;36;92;0,99026;3,22;0,62;12,6;8;WHITE
2079;7,5;0,4;0,18;1,6;0,079;24;58;0,9965;3,34;0,58;9,4;5;RED
2080;6,7;0,41;0,27;2,6;0,033;25;85;0,99086;3,05;0,34;11,7;6;WHITE
2081;6,8;0,51;0,01;2,1;0,074;9;25;0,9958;3,33;0,56;9,5;6;RED
2082;8,1;0,45;0,34;8,3;0,037;33;216;0,9976;3,31;0,64;9,7;5;WHITE
2083;6,6;0,17;0,28;1,1;0,034;55;108;0,98939;3;0,52;11,9;7;WHITE
2084;6,7;0,42;0,39;12,1;0,04;61;248;0,99794;3,31;0,58;9,7;5;WHITE
2085;7,2;0,15;0,33;1,1;0,027;16;63;0,9937;3,37;0,4;9,9;5;WHITE
2086;7,9;0,3;0,68;8,3;0,05;37,5;289;0,99316;3,01;0,51;12,3;7;RED
2087;5,9;0,55;0,1;2,2;0,062;39;51;0,99512;3,52;0,76;11,2;6;RED
2088;7,6;0,51;0,15;2,8;0,11;33;73;0,9955;3,17;0,63;10,2;6;RED
2089;6,8;0,27;0,12;1,3;0,04;87;168;0,992;3,18;0,41;10;5;WHITE
2090;6,6;0,19;0,25;1,2;0,052;34;181;0,99352;3,3;0,42;9,4;7;WHITE
2091;8,2;0,3;0,44;12,4;0,043;52;154;0,99452;3,04;0,33;12;6;WHITE
2092;7,8;0,29;0,29;3,15;0,044;41;117;0,99153;3,24;0,35;11,5;5;WHITE
2093;7,4;0,25;0,37;2,6;0,05;24;132;0,99138;3,04;0,53;11,2;6;WHITE
2094;8;0,27;0,33;1,2;0,05;41;103;0,99002;3;0,45;12,4;6;WHITE
2095;7;0,39;0,24;1;0,048;8;119;0,9923;3;0,31;10,1;4;WHITE
2096;7,5;0,24;0,31;13,1;0,05;26;180;0,99884;3,05;0,53;9,1;6;WHITE
2097;5;0,2;0,4;1,9;0,015;20;98;0,9897;3,37;0,55;12,05;6;WHITE
2098;6,4;0,25;0,28;4,9;0,03;29;98;0,99024;3,09;0,58;12,8;7;WHITE
2099;6,4;0,29;0,24;3,2;0,037;31;95;0,98942;2,9;0,66;12,6;7;WHITE
2100;5,7;0,21;0,25;1,1;0,035;26;81;0,9902;3,31;0,52;11,4;6;WHITE
2101;5,8;0,3;0,27;1,7;0,014;45;104;0,98914;3,4;0,56;12,6;7;WHITE
2102;6,7;0,43;0,23;5;0,157;49;145;0,99471;3,17;0,49;9,4;5;WHITE
2103;7,6;0,16;0,41;1,9;0,047;27;151;0,9937;3,2;0,53;10,1;6;WHITE
2104;10,3;0,53;0,48;2,5;0,063;6;25;0,9998;3,12;0,59;9,3;6;RED
2105;7,4;0,16;0,27;15,5;0,05;25;135;0,9984;2,9;0,43;8,7;7;WHITE
2106;6;0,2;0,71;1,6;0,15;10;54;0,9927;3,12;0,47;9,8;5;WHITE
2107;6,5;0,18;0,41;14,2;0,039;47;129;0,99678;3,28;0,72;10,3;7;WHITE
2108;6,5;0,24;0,39;17,3;0,052;22;126;0,99888;3,11;0,47;9,2;6;WHITE
2109;6;0,29;0,41;10,8;0,048;55;149;0,9937;3,09;0,59;11;7;WHITE
2110;6,2;0,26;0,19;3,4;0,049;47;172;0,9924;3,14;0,43;10,4;6;WHITE
2111;9,9;0,25;0,46;1,7;0,062;26;42;0,9959;3,18;0,83;10,6;6;RED
2112;6,4;0,19;0,35;10,2;0,043;40;106;0,99632;3,16;0,5;9,7;6;WHITE
2113;6;0,32;0,3;7,3;0,174;46;159;0,99519;3,18;0,49;9,4;5;WHITE
2114;6,9;0,2;0,37;6,2;0,027;24;97;0,992;3,38;0,49;12,2;7;WHITE
2115;7,9;0,885;0,03;1,8;0,058;4;8;0,9972;3,36;0,33;9,1;4;RED
2116;7,8;0,39;0,42;2;0,086;9;21;0,99526;3,39;0,66;11,6;6;RED
2117;10,2;0,54;0,37;15,4;0,214;55;95;1,00369;3,18;0,77;9;6;RED
2118;7,2;0,27;0,28;15,2;0,046;6;41;0,99665;3,17;0,39;10,9;6;WHITE
2119;6,7;0,27;0,33;3,6;0,034;9;45;0,99144;3,08;0,4;10,5;6;WHITE
2120;8,1;0,5;0,47;1,1;0,037;23;126;0,9938;3,21;0,42;10,9;5;WHITE
2121;6,5;0,26;0,34;1,4;0,04;25;184;0,99216;3,29;0,46;10,7;5;WHITE
2122;7,7;0,43;0,25;2,6;0,073;29;63;0,99615;3,37;0,58;10,5;6;RED
2123;6,2;0,18;0,49;4,5;0,047;17;90;0,9919;3,27;0,37;11,6;6;WHITE
2124;7,1;0,27;0,27;10,4;0,041;26;114;0,99335;3,04;0,52;11,5;7;WHITE
2125;10,1;0,28;0,46;1,8;0,05;5;13;0,9974;3,04;0,79;10,2;6;RED
2126;7,3;0,13;0,32;14,4;0,051;34;109;0,9974;3,2;0,35;9,2;6;WHITE
2127;7,7;0,3;0,32;1,6;0,037;23;124;0,9919;2,93;0,33;11;6;WHITE
2128;6,2;0,24;0,22;7,9;0,053;45;149;0,99545;3,23;0,52;9,3;5;WHITE
2129;7,6;0,18;0,28;7,1;0,041;29;110;0,99652;3,2;0,42;9,2;6;WHITE
2130;8,1;0,19;0,4;0,9;0,037;73;180;0,9926;3,06;0,34;10;6;WHITE
2131;7,6;0,41;0,14;3;0,087;21;43;0,9964;3,32;0,57;10,5;6;RED
2132;7;0,61;0,26;1,7;0,051;25;161;0,9946;3,36;0,6;10,6;4;WHITE
2133;6,2;0,28;0,51;7,9;0,056;49;206;0,9956;3,18;0,52;9,4;5;WHITE
2134;6,6;0,52;0,04;2,2;0,069;8;15;0,9956;3,4;0,63;9,4;6;RED
2135;6,9;0,74;0,03;2,3;0,054;7;16;0,99508;3,45;0,63;11,5;6;RED
2136;13;0,47;0,49;4,3;0,085;6;47;1,0021;3,3;0,68;12,7;6;RED
2137;7;0,2;0,49;5,9;0,038;39;128;0,9938;3,21;0,48;10,8;6;WHITE
2138;7,5;0,29;0,24;9,9;0,058;25;115;0,99567;3,15;0,46;10,9;5;WHITE
2139;6,3;0,27;0,25;5,8;0,038;52;155;0,995;3,28;0,38;9,4;6;WHITE
2140;8,1;0,27;0,33;1,3;0,045;26;100;0,99066;2,98;0,44;12,4;6;WHITE
2141;9,5;0,57;0,27;2,3;0,082;23;144;0,99782;3,27;0,55;9,4;5;RED
2142;11,8;0,38;0,55;2,1;0,071;5;19;0,9986;3,11;0,62;10,8;6;RED
2143;7,4;0,24;0,29;10,1;0,05;21;105;0,9962;3,13;0,35;9,5;5;WHITE
2144;7,1;0,12;0,32;9,6;0,054;64;162;0,9962;3,4;0,41;9,4;5;WHITE
2145;6,9;0,23;0,32;16,4;0,045;62;153;0,9972;3,22;0,42;10,5;5;WHITE
2146;6,8;0,43;0,26;5,2;0,043;40;176;0,99116;3,17;0,41;12,3;6;WHITE
2147;7,9;0,52;0,26;1,9;0,079;42;140;0,9964;3,23;0,54;9,5;5;RED
2148;7;0,31;0,52;1,7;0,029;5;61;0,9918;3,07;0,43;10,4;5;WHITE
2149;12;0,45;0,55;2;0,073;25;49;0,9997;3,1;0,76;10,3;6;RED
2150;6,3;0,23;0,21;5,1;0,035;29;142;0,9942;3,36;0,33;10,1;7;WHITE
2151;12,9;0,35;0,49;5,8;0,066;5;35;1,0014;3,2;0,66;12;7;RED
2152;8,1;0,2;0,3;1,3;0,036;7;49;0,99242;2,99;0,73;10,3;5;WHITE
2153;6,6;0,36;0,52;10,1;0,05;29;140;0,99628;3,07;0,4;9,4;5;WHITE
2154;7,2;0,15;0,38;1,2;0,038;18;110;0,9917;3,19;0,43;11,1;6;WHITE
2155;8,9;0,31;0,36;2,6;0,056;10;39;0,99562;3,4;0,69;11,8;5;RED
2156;6,8;0,67;0,3;13;0,29;22;193;0,9984;3,08;0,67;9;4;WHITE
2157;7,8;0,53;0,33;2,4;0,08;24;144;0,99655;3,3;0,6;9,5;5;RED
2158;7,5;0,17;0,71;11,8;0,038;52;148;0,99801;3,03;0,46;8,9;5;WHITE
2159;7,5;0,42;0,45;9,1;0,029;20;125;0,996;3,12;0,36;10,1;6;WHITE
2160;7;0,21;0,28;8,6;0,045;37;221;0,9954;3,25;0,54;10,4;6;WHITE
2161;6,7;0,27;0,3;13,9;0,029;34;131;0,9953;3,36;0,5;12;7;WHITE
